name,description,price,category,stock,image
"Product 90758","Sample description 90758",5411,Electronics,225,
"Product 90759","Sample description 90759",23915,Computers,456,
"Product 90760","Sample description 90760",9158,Accessories,338,
"Product 90761","Sample description 90761",32568,Fashion,255,
"Product 90762","Sample description 90762",19431,Furniture,118,
"Product 90763","Sample description 90763",16748,Fashion,425,
"Product 90764","Sample description 90764",26563,Fashion,425,
"Product 90765","Sample description 90765",6287,Furniture,288,
"Product 90766","Sample description 90766",35086,Electronics,43,
"Product 90767","Sample description 90767",16290,Accessories,222,
"Product 90768","Sample description 90768",43371,Furniture,454,
"Product 90769","Sample description 90769",48349,Electronics,217,
"Product 90770","Sample description 90770",38878,Furniture,71,
"Product 90771","Sample description 90771",24931,Accessories,300,
"Product 90772","Sample description 90772",25927,Computers,38,
"Product 90773","Sample description 90773",23852,Computers,138,
"Product 90774","Sample description 90774",24310,Furniture,61,
"Product 90775","Sample description 90775",24532,Computers,192,
"Product 90776","Sample description 90776",18664,Computers,265,
"Product 90777","Sample description 90777",43719,Furniture,305,
"Product 90778","Sample description 90778",43316,Electronics,397,
"Product 90779","Sample description 90779",11094,Fashion,479,
"Product 90780","Sample description 90780",18773,Computers,496,
"Product 90781","Sample description 90781",31938,Electronics,148,
"Product 90782","Sample description 90782",22596,Computers,365,
"Product 90783","Sample description 90783",40796,Furniture,340,
"Product 90784","Sample description 90784",43766,Electronics,180,
"Product 90785","Sample description 90785",39999,Computers,16,
"Product 90786","Sample description 90786",6321,Accessories,137,
"Product 90787","Sample description 90787",10770,Furniture,396,
"Product 90788","Sample description 90788",36254,Fashion,288,
"Product 90789","Sample description 90789",22721,Fashion,140,
"Product 90790","Sample description 90790",9419,Electronics,13,
"Product 90791","Sample description 90791",19493,Computers,272,
"Product 90792","Sample description 90792",39955,Electronics,276,
"Product 90793","Sample description 90793",44748,Fashion,440,
"Product 90794","Sample description 90794",34067,Computers,264,
"Product 90795","Sample description 90795",20951,Accessories,354,
"Product 90796","Sample description 90796",8551,Accessories,327,
"Product 90797","Sample description 90797",26240,Accessories,139,
"Product 90798","Sample description 90798",24398,Computers,41,
"Product 90799","Sample description 90799",27283,Fashion,347,
"Product 90800","Sample description 90800",31254,Computers,412,
"Product 90801","Sample description 90801",4772,Electronics,283,
"Product 90802","Sample description 90802",45505,Electronics,444,
"Product 90803","Sample description 90803",8913,Computers,469,
"Product 90804","Sample description 90804",33880,Accessories,68,
"Product 90805","Sample description 90805",34815,Computers,80,
"Product 90806","Sample description 90806",30662,Accessories,193,
"Product 90807","Sample description 90807",14104,Electronics,65,
"Product 90808","Sample description 90808",40117,Furniture,201,
"Product 90809","Sample description 90809",32682,Computers,399,
"Product 90810","Sample description 90810",41798,Computers,197,
"Product 90811","Sample description 90811",9344,Accessories,324,
"Product 90812","Sample description 90812",31327,Furniture,478,
"Product 90813","Sample description 90813",23307,Electronics,163,
"Product 90814","Sample description 90814",37073,Furniture,157,
"Product 90815","Sample description 90815",8148,Accessories,14,
"Product 90816","Sample description 90816",8827,Accessories,472,
"Product 90817","Sample description 90817",27129,Electronics,480,
"Product 90818","Sample description 90818",6330,Electronics,69,
"Product 90819","Sample description 90819",28271,Electronics,403,
"Product 90820","Sample description 90820",13324,Fashion,34,
"Product 90821","Sample description 90821",28074,Accessories,301,
"Product 90822","Sample description 90822",27236,Electronics,392,
"Product 90823","Sample description 90823",12288,Furniture,458,
"Product 90824","Sample description 90824",28243,Furniture,210,
"Product 90825","Sample description 90825",41192,Furniture,395,
"Product 90826","Sample description 90826",43496,Electronics,83,
"Product 90827","Sample description 90827",36133,Accessories,374,
"Product 90828","Sample description 90828",20823,Furniture,206,
"Product 90829","Sample description 90829",7498,Fashion,286,
"Product 90830","Sample description 90830",26618,Furniture,36,
"Product 90831","Sample description 90831",28871,Electronics,2,
"Product 90832","Sample description 90832",14243,Fashion,273,
"Product 90833","Sample description 90833",10701,Fashion,276,
"Product 90834","Sample description 90834",29227,Computers,47,
"Product 90835","Sample description 90835",17636,Fashion,69,
"Product 90836","Sample description 90836",22196,Accessories,483,
"Product 90837","Sample description 90837",29266,Accessories,280,
"Product 90838","Sample description 90838",20280,Electronics,386,
"Product 90839","Sample description 90839",10633,Furniture,377,
"Product 90840","Sample description 90840",17985,Furniture,225,
"Product 90841","Sample description 90841",17881,Fashion,73,
"Product 90842","Sample description 90842",13759,Accessories,447,
"Product 90843","Sample description 90843",8809,Fashion,156,
"Product 90844","Sample description 90844",20886,Furniture,225,
"Product 90845","Sample description 90845",6104,Fashion,446,
"Product 90846","Sample description 90846",22849,Computers,333,
"Product 90847","Sample description 90847",49225,Electronics,335,
"Product 90848","Sample description 90848",15314,Accessories,96,
"Product 90849","Sample description 90849",23062,Fashion,113,
"Product 90850","Sample description 90850",27021,Accessories,288,
"Product 90851","Sample description 90851",41364,Accessories,112,
"Product 90852","Sample description 90852",45481,Fashion,48,
"Product 90853","Sample description 90853",10489,Fashion,101,
"Product 90854","Sample description 90854",48962,Furniture,226,
"Product 90855","Sample description 90855",198,Accessories,156,
"Product 90856","Sample description 90856",23780,Computers,148,
"Product 90857","Sample description 90857",35476,Furniture,448,
"Product 90858","Sample description 90858",45420,Computers,472,
"Product 90859","Sample description 90859",36598,Computers,54,
"Product 90860","Sample description 90860",13355,Electronics,376,
"Product 90861","Sample description 90861",3807,Computers,459,
"Product 90862","Sample description 90862",17109,Electronics,151,
"Product 90863","Sample description 90863",40758,Fashion,473,
"Product 90864","Sample description 90864",24085,Accessories,371,
"Product 90865","Sample description 90865",24958,Accessories,222,
"Product 90866","Sample description 90866",34465,Computers,494,
"Product 90867","Sample description 90867",17689,Furniture,398,
"Product 90868","Sample description 90868",21127,Accessories,468,
"Product 90869","Sample description 90869",19161,Fashion,24,
"Product 90870","Sample description 90870",39719,Furniture,20,
"Product 90871","Sample description 90871",43684,Fashion,440,
"Product 90872","Sample description 90872",33234,Accessories,165,
"Product 90873","Sample description 90873",9094,Accessories,92,
"Product 90874","Sample description 90874",4251,Fashion,190,
"Product 90875","Sample description 90875",5424,Computers,335,
"Product 90876","Sample description 90876",12610,Computers,402,
"Product 90877","Sample description 90877",20664,Accessories,195,
"Product 90878","Sample description 90878",48693,Furniture,405,
"Product 90879","Sample description 90879",7885,Electronics,254,
"Product 90880","Sample description 90880",21008,Accessories,182,
"Product 90881","Sample description 90881",7340,Accessories,125,
"Product 90882","Sample description 90882",27001,Electronics,233,
"Product 90883","Sample description 90883",39055,Electronics,177,
"Product 90884","Sample description 90884",39855,Electronics,21,
"Product 90885","Sample description 90885",42911,Fashion,79,
"Product 90886","Sample description 90886",5479,Furniture,157,
"Product 90887","Sample description 90887",48442,Electronics,155,
"Product 90888","Sample description 90888",40680,Electronics,457,
"Product 90889","Sample description 90889",18867,Fashion,276,
"Product 90890","Sample description 90890",14514,Fashion,267,
"Product 90891","Sample description 90891",40702,Computers,127,
"Product 90892","Sample description 90892",4605,Fashion,219,
"Product 90893","Sample description 90893",24836,Computers,11,
"Product 90894","Sample description 90894",10630,Fashion,125,
"Product 90895","Sample description 90895",36289,Fashion,34,
"Product 90896","Sample description 90896",48193,Fashion,322,
"Product 90897","Sample description 90897",2432,Accessories,340,
"Product 90898","Sample description 90898",47688,Fashion,341,
"Product 90899","Sample description 90899",38862,Accessories,409,
"Product 90900","Sample description 90900",35636,Electronics,247,
"Product 90901","Sample description 90901",47359,Computers,295,
"Product 90902","Sample description 90902",43514,Accessories,378,
"Product 90903","Sample description 90903",36424,Fashion,136,
"Product 90904","Sample description 90904",45738,Furniture,309,
"Product 90905","Sample description 90905",2659,Electronics,416,
"Product 90906","Sample description 90906",37583,Fashion,288,
"Product 90907","Sample description 90907",1961,Furniture,156,
"Product 90908","Sample description 90908",34476,Accessories,29,
"Product 90909","Sample description 90909",49973,Computers,357,
"Product 90910","Sample description 90910",31983,Furniture,482,
"Product 90911","Sample description 90911",9183,Accessories,227,
"Product 90912","Sample description 90912",26218,Electronics,289,
"Product 90913","Sample description 90913",49879,Accessories,155,
"Product 90914","Sample description 90914",19453,Furniture,230,
"Product 90915","Sample description 90915",18114,Fashion,203,
"Product 90916","Sample description 90916",4240,Electronics,376,
"Product 90917","Sample description 90917",46365,Accessories,135,
"Product 90918","Sample description 90918",20441,Electronics,432,
"Product 90919","Sample description 90919",40288,Electronics,114,
"Product 90920","Sample description 90920",40809,Fashion,156,
"Product 90921","Sample description 90921",5868,Electronics,46,
"Product 90922","Sample description 90922",25187,Electronics,450,
"Product 90923","Sample description 90923",11976,Fashion,127,
"Product 90924","Sample description 90924",23766,Accessories,174,
"Product 90925","Sample description 90925",13075,Accessories,443,
"Product 90926","Sample description 90926",8665,Accessories,342,
"Product 90927","Sample description 90927",46406,Furniture,211,
"Product 90928","Sample description 90928",8368,Accessories,329,
"Product 90929","Sample description 90929",46856,Furniture,472,
"Product 90930","Sample description 90930",25354,Fashion,313,
"Product 90931","Sample description 90931",6656,Electronics,175,
"Product 90932","Sample description 90932",25539,Electronics,322,
"Product 90933","Sample description 90933",48080,Fashion,433,
"Product 90934","Sample description 90934",25059,Accessories,444,
"Product 90935","Sample description 90935",27919,Fashion,65,
"Product 90936","Sample description 90936",27439,Fashion,35,
"Product 90937","Sample description 90937",19558,Furniture,322,
"Product 90938","Sample description 90938",12537,Electronics,315,
"Product 90939","Sample description 90939",33995,Electronics,484,
"Product 90940","Sample description 90940",47884,Electronics,122,
"Product 90941","Sample description 90941",10264,Computers,178,
"Product 90942","Sample description 90942",19578,Furniture,57,
"Product 90943","Sample description 90943",18491,Accessories,5,
"Product 90944","Sample description 90944",31695,Electronics,183,
"Product 90945","Sample description 90945",37237,Furniture,270,
"Product 90946","Sample description 90946",42375,Furniture,376,
"Product 90947","Sample description 90947",42060,Furniture,216,
"Product 90948","Sample description 90948",34654,Furniture,15,
"Product 90949","Sample description 90949",37643,Fashion,447,
"Product 90950","Sample description 90950",42126,Fashion,129,
"Product 90951","Sample description 90951",16562,Computers,118,
"Product 90952","Sample description 90952",24576,Electronics,316,
"Product 90953","Sample description 90953",18745,Accessories,236,
"Product 90954","Sample description 90954",40960,Accessories,208,
"Product 90955","Sample description 90955",2721,Computers,28,
"Product 90956","Sample description 90956",48028,Computers,26,
"Product 90957","Sample description 90957",20672,Electronics,4,
"Product 90958","Sample description 90958",38185,Computers,158,
"Product 90959","Sample description 90959",5867,Computers,113,
"Product 90960","Sample description 90960",18511,Fashion,215,
"Product 90961","Sample description 90961",38475,Electronics,92,
"Product 90962","Sample description 90962",37698,Accessories,360,
"Product 90963","Sample description 90963",12799,Fashion,352,
"Product 90964","Sample description 90964",32003,Fashion,362,
"Product 90965","Sample description 90965",42452,Fashion,158,
"Product 90966","Sample description 90966",6716,Accessories,262,
"Product 90967","Sample description 90967",21405,Furniture,199,
"Product 90968","Sample description 90968",9283,Fashion,153,
"Product 90969","Sample description 90969",40177,Computers,328,
"Product 90970","Sample description 90970",29855,Electronics,401,
"Product 90971","Sample description 90971",47242,Electronics,341,
"Product 90972","Sample description 90972",32669,Computers,269,
"Product 90973","Sample description 90973",24855,Furniture,82,
"Product 90974","Sample description 90974",34823,Furniture,255,
"Product 90975","Sample description 90975",31870,Furniture,193,
"Product 90976","Sample description 90976",45969,Computers,410,
"Product 90977","Sample description 90977",4792,Electronics,382,
"Product 90978","Sample description 90978",34306,Fashion,389,
"Product 90979","Sample description 90979",31312,Accessories,403,
"Product 90980","Sample description 90980",1958,Accessories,57,
"Product 90981","Sample description 90981",13176,Computers,104,
"Product 90982","Sample description 90982",11857,Fashion,153,
"Product 90983","Sample description 90983",23807,Accessories,337,
"Product 90984","Sample description 90984",17357,Furniture,388,
"Product 90985","Sample description 90985",38125,Fashion,469,
"Product 90986","Sample description 90986",49827,Computers,30,
"Product 90987","Sample description 90987",41790,Electronics,265,
"Product 90988","Sample description 90988",2875,Electronics,165,
"Product 90989","Sample description 90989",49697,Electronics,250,
"Product 90990","Sample description 90990",16261,Fashion,253,
"Product 90991","Sample description 90991",1386,Accessories,312,
"Product 90992","Sample description 90992",12441,Fashion,54,
"Product 90993","Sample description 90993",33540,Accessories,424,
"Product 90994","Sample description 90994",34160,Electronics,444,
"Product 90995","Sample description 90995",43446,Electronics,442,
"Product 90996","Sample description 90996",49709,Computers,25,
"Product 90997","Sample description 90997",27472,Furniture,133,
"Product 90998","Sample description 90998",27920,Furniture,12,
"Product 90999","Sample description 90999",31659,Fashion,2,
"Product 91000","Sample description 91000",40267,Accessories,71,
"Product 91001","Sample description 91001",42234,Accessories,300,
"Product 91002","Sample description 91002",9226,Accessories,297,
"Product 91003","Sample description 91003",8170,Fashion,21,
"Product 91004","Sample description 91004",39254,Furniture,9,
"Product 91005","Sample description 91005",9837,Electronics,474,
"Product 91006","Sample description 91006",3904,Fashion,280,
"Product 91007","Sample description 91007",18010,Fashion,27,
"Product 91008","Sample description 91008",39320,Accessories,237,
"Product 91009","Sample description 91009",11122,Furniture,7,
"Product 91010","Sample description 91010",11402,Electronics,473,
"Product 91011","Sample description 91011",28520,Furniture,297,
"Product 91012","Sample description 91012",40048,Accessories,45,
"Product 91013","Sample description 91013",9414,Fashion,28,
"Product 91014","Sample description 91014",5187,Furniture,134,
"Product 91015","Sample description 91015",17398,Computers,36,
"Product 91016","Sample description 91016",20820,Computers,269,
"Product 91017","Sample description 91017",35218,Fashion,42,
"Product 91018","Sample description 91018",48142,Electronics,404,
"Product 91019","Sample description 91019",15093,Electronics,360,
"Product 91020","Sample description 91020",25843,Computers,34,
"Product 91021","Sample description 91021",18585,Computers,248,
"Product 91022","Sample description 91022",44129,Computers,47,
"Product 91023","Sample description 91023",49359,Accessories,278,
"Product 91024","Sample description 91024",28323,Furniture,160,
"Product 91025","Sample description 91025",21324,Computers,298,
"Product 91026","Sample description 91026",25973,Computers,459,
"Product 91027","Sample description 91027",38360,Electronics,250,
"Product 91028","Sample description 91028",35338,Computers,137,
"Product 91029","Sample description 91029",20994,Fashion,41,
"Product 91030","Sample description 91030",26191,Furniture,244,
"Product 91031","Sample description 91031",43744,Accessories,201,
"Product 91032","Sample description 91032",25537,Fashion,298,
"Product 91033","Sample description 91033",21761,Fashion,209,
"Product 91034","Sample description 91034",38038,Computers,493,
"Product 91035","Sample description 91035",24384,Accessories,258,
"Product 91036","Sample description 91036",11247,Furniture,226,
"Product 91037","Sample description 91037",17945,Accessories,471,
"Product 91038","Sample description 91038",43609,Electronics,319,
"Product 91039","Sample description 91039",36465,Fashion,244,
"Product 91040","Sample description 91040",25847,Electronics,270,
"Product 91041","Sample description 91041",17587,Fashion,127,
"Product 91042","Sample description 91042",30504,Computers,119,
"Product 91043","Sample description 91043",8304,Accessories,73,
"Product 91044","Sample description 91044",16159,Furniture,204,
"Product 91045","Sample description 91045",17320,Accessories,186,
"Product 91046","Sample description 91046",9090,Furniture,190,
"Product 91047","Sample description 91047",11127,Computers,434,
"Product 91048","Sample description 91048",43480,Fashion,310,
"Product 91049","Sample description 91049",27318,Computers,41,
"Product 91050","Sample description 91050",29750,Computers,154,
"Product 91051","Sample description 91051",36278,Accessories,419,
"Product 91052","Sample description 91052",31969,Furniture,309,
"Product 91053","Sample description 91053",32628,Fashion,299,
"Product 91054","Sample description 91054",18604,Electronics,304,
"Product 91055","Sample description 91055",15012,Fashion,253,
"Product 91056","Sample description 91056",6832,Fashion,178,
"Product 91057","Sample description 91057",41504,Fashion,494,
"Product 91058","Sample description 91058",12568,Computers,377,
"Product 91059","Sample description 91059",12861,Accessories,261,
"Product 91060","Sample description 91060",43807,Fashion,373,
"Product 91061","Sample description 91061",41715,Accessories,51,
"Product 91062","Sample description 91062",20066,Furniture,397,
"Product 91063","Sample description 91063",18684,Furniture,303,
"Product 91064","Sample description 91064",10186,Furniture,260,
"Product 91065","Sample description 91065",18227,Computers,440,
"Product 91066","Sample description 91066",18469,Fashion,87,
"Product 91067","Sample description 91067",8537,Computers,458,
"Product 91068","Sample description 91068",18593,Fashion,57,
"Product 91069","Sample description 91069",27868,Accessories,84,
"Product 91070","Sample description 91070",5824,Furniture,238,
"Product 91071","Sample description 91071",36672,Accessories,391,
"Product 91072","Sample description 91072",36504,Fashion,288,
"Product 91073","Sample description 91073",20661,Computers,95,
"Product 91074","Sample description 91074",35491,Furniture,281,
"Product 91075","Sample description 91075",23641,Fashion,148,
"Product 91076","Sample description 91076",13097,Electronics,123,
"Product 91077","Sample description 91077",135,Electronics,303,
"Product 91078","Sample description 91078",48196,Accessories,238,
"Product 91079","Sample description 91079",45371,Furniture,471,
"Product 91080","Sample description 91080",47996,Computers,266,
"Product 91081","Sample description 91081",6576,Computers,483,
"Product 91082","Sample description 91082",27539,Accessories,318,
"Product 91083","Sample description 91083",13453,Accessories,397,
"Product 91084","Sample description 91084",38011,Furniture,455,
"Product 91085","Sample description 91085",31519,Furniture,91,
"Product 91086","Sample description 91086",40751,Computers,479,
"Product 91087","Sample description 91087",28408,Fashion,143,
"Product 91088","Sample description 91088",41283,Fashion,445,
"Product 91089","Sample description 91089",47561,Computers,137,
"Product 91090","Sample description 91090",1502,Furniture,435,
"Product 91091","Sample description 91091",3707,Electronics,219,
"Product 91092","Sample description 91092",41213,Accessories,367,
"Product 91093","Sample description 91093",33516,Accessories,432,
"Product 91094","Sample description 91094",33148,Furniture,164,
"Product 91095","Sample description 91095",4035,Furniture,336,
"Product 91096","Sample description 91096",12366,Furniture,268,
"Product 91097","Sample description 91097",40794,Electronics,230,
"Product 91098","Sample description 91098",21948,Accessories,438,
"Product 91099","Sample description 91099",10256,Accessories,315,
"Product 91100","Sample description 91100",17154,Fashion,431,
"Product 91101","Sample description 91101",25057,Furniture,143,
"Product 91102","Sample description 91102",19808,Fashion,325,
"Product 91103","Sample description 91103",39435,Furniture,176,
"Product 91104","Sample description 91104",37038,Electronics,446,
"Product 91105","Sample description 91105",12120,Fashion,131,
"Product 91106","Sample description 91106",9084,Fashion,252,
"Product 91107","Sample description 91107",22164,Computers,23,
"Product 91108","Sample description 91108",4332,Furniture,13,
"Product 91109","Sample description 91109",27664,Electronics,300,
"Product 91110","Sample description 91110",9522,Fashion,444,
"Product 91111","Sample description 91111",39530,Computers,343,
"Product 91112","Sample description 91112",24204,Furniture,278,
"Product 91113","Sample description 91113",11680,Fashion,493,
"Product 91114","Sample description 91114",31598,Computers,20,
"Product 91115","Sample description 91115",46157,Computers,350,
"Product 91116","Sample description 91116",26244,Computers,453,
"Product 91117","Sample description 91117",23981,Furniture,439,
"Product 91118","Sample description 91118",29629,Computers,360,
"Product 91119","Sample description 91119",14838,Electronics,469,
"Product 91120","Sample description 91120",4293,Fashion,247,
"Product 91121","Sample description 91121",16864,Accessories,485,
"Product 91122","Sample description 91122",34185,Electronics,473,
"Product 91123","Sample description 91123",25026,Computers,179,
"Product 91124","Sample description 91124",12761,Fashion,233,
"Product 91125","Sample description 91125",13617,Electronics,281,
"Product 91126","Sample description 91126",12716,Electronics,444,
"Product 91127","Sample description 91127",45539,Fashion,320,
"Product 91128","Sample description 91128",39580,Electronics,129,
"Product 91129","Sample description 91129",7058,Accessories,2,
"Product 91130","Sample description 91130",3053,Electronics,268,
"Product 91131","Sample description 91131",35189,Furniture,443,
"Product 91132","Sample description 91132",45683,Fashion,141,
"Product 91133","Sample description 91133",29922,Furniture,375,
"Product 91134","Sample description 91134",26058,Fashion,283,
"Product 91135","Sample description 91135",5469,Furniture,481,
"Product 91136","Sample description 91136",4553,Computers,470,
"Product 91137","Sample description 91137",36640,Computers,27,
"Product 91138","Sample description 91138",20048,Fashion,404,
"Product 91139","Sample description 91139",2498,Furniture,323,
"Product 91140","Sample description 91140",32865,Electronics,116,
"Product 91141","Sample description 91141",3637,Computers,393,
"Product 91142","Sample description 91142",20740,Fashion,377,
"Product 91143","Sample description 91143",43316,Fashion,368,
"Product 91144","Sample description 91144",46691,Furniture,49,
"Product 91145","Sample description 91145",8470,Computers,480,
"Product 91146","Sample description 91146",27599,Furniture,408,
"Product 91147","Sample description 91147",36706,Fashion,118,
"Product 91148","Sample description 91148",21711,Furniture,429,
"Product 91149","Sample description 91149",41985,Fashion,366,
"Product 91150","Sample description 91150",40415,Computers,493,
"Product 91151","Sample description 91151",31387,Accessories,380,
"Product 91152","Sample description 91152",27280,Fashion,136,
"Product 91153","Sample description 91153",21236,Furniture,298,
"Product 91154","Sample description 91154",44417,Computers,368,
"Product 91155","Sample description 91155",2707,Accessories,380,
"Product 91156","Sample description 91156",31914,Computers,130,
"Product 91157","Sample description 91157",10787,Accessories,472,
"Product 91158","Sample description 91158",42332,Computers,295,
"Product 91159","Sample description 91159",18337,Accessories,456,
"Product 91160","Sample description 91160",47498,Fashion,219,
"Product 91161","Sample description 91161",13233,Accessories,439,
"Product 91162","Sample description 91162",46193,Computers,470,
"Product 91163","Sample description 91163",45636,Electronics,31,
"Product 91164","Sample description 91164",1890,Fashion,77,
"Product 91165","Sample description 91165",45729,Computers,341,
"Product 91166","Sample description 91166",42657,Fashion,134,
"Product 91167","Sample description 91167",3656,Electronics,182,
"Product 91168","Sample description 91168",25079,Electronics,211,
"Product 91169","Sample description 91169",39057,Fashion,352,
"Product 91170","Sample description 91170",34857,Computers,58,
"Product 91171","Sample description 91171",15084,Computers,98,
"Product 91172","Sample description 91172",15982,Fashion,418,
"Product 91173","Sample description 91173",14353,Electronics,307,
"Product 91174","Sample description 91174",31430,Furniture,271,
"Product 91175","Sample description 91175",30280,Computers,312,
"Product 91176","Sample description 91176",29303,Computers,116,
"Product 91177","Sample description 91177",49115,Accessories,173,
"Product 91178","Sample description 91178",28324,Fashion,430,
"Product 91179","Sample description 91179",27587,Accessories,82,
"Product 91180","Sample description 91180",26845,Fashion,322,
"Product 91181","Sample description 91181",33555,Fashion,235,
"Product 91182","Sample description 91182",44129,Computers,279,
"Product 91183","Sample description 91183",19593,Furniture,395,
"Product 91184","Sample description 91184",28878,Fashion,129,
"Product 91185","Sample description 91185",40209,Furniture,388,
"Product 91186","Sample description 91186",28887,Electronics,311,
"Product 91187","Sample description 91187",45630,Fashion,493,
"Product 91188","Sample description 91188",23630,Fashion,137,
"Product 91189","Sample description 91189",2344,Fashion,441,
"Product 91190","Sample description 91190",17052,Electronics,18,
"Product 91191","Sample description 91191",23525,Computers,68,
"Product 91192","Sample description 91192",20714,Electronics,350,
"Product 91193","Sample description 91193",33417,Fashion,464,
"Product 91194","Sample description 91194",37764,Accessories,114,
"Product 91195","Sample description 91195",14479,Electronics,382,
"Product 91196","Sample description 91196",25359,Accessories,471,
"Product 91197","Sample description 91197",5111,Computers,378,
"Product 91198","Sample description 91198",5959,Electronics,480,
"Product 91199","Sample description 91199",10124,Computers,492,
"Product 91200","Sample description 91200",37040,Computers,438,
"Product 91201","Sample description 91201",11351,Electronics,205,
"Product 91202","Sample description 91202",8991,Furniture,478,
"Product 91203","Sample description 91203",23631,Accessories,134,
"Product 91204","Sample description 91204",33661,Computers,208,
"Product 91205","Sample description 91205",19064,Accessories,380,
"Product 91206","Sample description 91206",19347,Computers,425,
"Product 91207","Sample description 91207",34639,Furniture,389,
"Product 91208","Sample description 91208",23428,Fashion,145,
"Product 91209","Sample description 91209",30943,Accessories,212,
"Product 91210","Sample description 91210",36986,Fashion,3,
"Product 91211","Sample description 91211",4656,Furniture,412,
"Product 91212","Sample description 91212",33019,Furniture,265,
"Product 91213","Sample description 91213",12703,Accessories,459,
"Product 91214","Sample description 91214",25459,Accessories,125,
"Product 91215","Sample description 91215",12160,Furniture,15,
"Product 91216","Sample description 91216",32919,Accessories,384,
"Product 91217","Sample description 91217",38655,Furniture,299,
"Product 91218","Sample description 91218",28093,Accessories,32,
"Product 91219","Sample description 91219",25233,Fashion,101,
"Product 91220","Sample description 91220",11923,Electronics,168,
"Product 91221","Sample description 91221",13203,Accessories,496,
"Product 91222","Sample description 91222",776,Computers,261,
"Product 91223","Sample description 91223",14491,Furniture,187,
"Product 91224","Sample description 91224",43486,Electronics,342,
"Product 91225","Sample description 91225",26402,Accessories,325,
"Product 91226","Sample description 91226",3731,Accessories,493,
"Product 91227","Sample description 91227",12488,Computers,15,
"Product 91228","Sample description 91228",17752,Furniture,119,
"Product 91229","Sample description 91229",49114,Fashion,250,
"Product 91230","Sample description 91230",7566,Electronics,382,
"Product 91231","Sample description 91231",21599,Electronics,84,
"Product 91232","Sample description 91232",4158,Furniture,106,
"Product 91233","Sample description 91233",39083,Fashion,184,
"Product 91234","Sample description 91234",21738,Accessories,228,
"Product 91235","Sample description 91235",6232,Fashion,152,
"Product 91236","Sample description 91236",31747,Electronics,150,
"Product 91237","Sample description 91237",46741,Electronics,100,
"Product 91238","Sample description 91238",27897,Accessories,177,
"Product 91239","Sample description 91239",1749,Furniture,410,
"Product 91240","Sample description 91240",34150,Fashion,127,
"Product 91241","Sample description 91241",24210,Electronics,393,
"Product 91242","Sample description 91242",38835,Electronics,472,
"Product 91243","Sample description 91243",39933,Furniture,151,
"Product 91244","Sample description 91244",1317,Electronics,68,
"Product 91245","Sample description 91245",48505,Furniture,299,
"Product 91246","Sample description 91246",43074,Furniture,318,
"Product 91247","Sample description 91247",138,Accessories,417,
"Product 91248","Sample description 91248",25557,Furniture,31,
"Product 91249","Sample description 91249",12264,Furniture,373,
"Product 91250","Sample description 91250",25448,Accessories,492,
"Product 91251","Sample description 91251",3191,Electronics,433,
"Product 91252","Sample description 91252",30358,Electronics,210,
"Product 91253","Sample description 91253",21982,Computers,152,
"Product 91254","Sample description 91254",19949,Fashion,500,
"Product 91255","Sample description 91255",14558,Computers,82,
"Product 91256","Sample description 91256",19040,Fashion,218,
"Product 91257","Sample description 91257",41064,Furniture,296,
"Product 91258","Sample description 91258",36485,Fashion,474,
"Product 91259","Sample description 91259",10520,Computers,295,
"Product 91260","Sample description 91260",15756,Electronics,256,
"Product 91261","Sample description 91261",25573,Furniture,184,
"Product 91262","Sample description 91262",45866,Furniture,491,
"Product 91263","Sample description 91263",23280,Fashion,332,
"Product 91264","Sample description 91264",3007,Accessories,17,
"Product 91265","Sample description 91265",14969,Electronics,284,
"Product 91266","Sample description 91266",38137,Fashion,140,
"Product 91267","Sample description 91267",40901,Accessories,104,
"Product 91268","Sample description 91268",16619,Fashion,381,
"Product 91269","Sample description 91269",19538,Computers,403,
"Product 91270","Sample description 91270",9364,Furniture,67,
"Product 91271","Sample description 91271",37282,Fashion,353,
"Product 91272","Sample description 91272",6852,Fashion,273,
"Product 91273","Sample description 91273",26399,Furniture,264,
"Product 91274","Sample description 91274",24200,Accessories,438,
"Product 91275","Sample description 91275",47296,Furniture,112,
"Product 91276","Sample description 91276",37098,Electronics,167,
"Product 91277","Sample description 91277",11144,Computers,166,
"Product 91278","Sample description 91278",4298,Electronics,225,
"Product 91279","Sample description 91279",1425,Computers,363,
"Product 91280","Sample description 91280",29151,Computers,279,
"Product 91281","Sample description 91281",49293,Fashion,157,
"Product 91282","Sample description 91282",43141,Computers,431,
"Product 91283","Sample description 91283",35780,Electronics,172,
"Product 91284","Sample description 91284",27743,Computers,390,
"Product 91285","Sample description 91285",5497,Fashion,379,
"Product 91286","Sample description 91286",29870,Furniture,33,
"Product 91287","Sample description 91287",19738,Computers,175,
"Product 91288","Sample description 91288",36666,Accessories,325,
"Product 91289","Sample description 91289",10599,Accessories,148,
"Product 91290","Sample description 91290",40851,Accessories,303,
"Product 91291","Sample description 91291",35612,Electronics,370,
"Product 91292","Sample description 91292",6965,Electronics,429,
"Product 91293","Sample description 91293",41597,Computers,358,
"Product 91294","Sample description 91294",29292,Fashion,195,
"Product 91295","Sample description 91295",1159,Fashion,112,
"Product 91296","Sample description 91296",8609,Fashion,278,
"Product 91297","Sample description 91297",23451,Computers,3,
"Product 91298","Sample description 91298",11034,Furniture,318,
"Product 91299","Sample description 91299",29551,Furniture,326,
